name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team
Darren Buchanan,https://www.on3.com/db/darren-buchanan-30729/,SF,RS-SO,6-7,235,Woodrow Wilson,"(Washington, DC)",91.22,,Entered,George Washington University,Rutgers
Nate Kingz,https://www.on3.com/db/nate-kingz-246485/,SG,JR,6-5,190,McNary,"(Salem, OR)",93.30,,Entered,Oregon State,Syracuse
Jeremiah Oden,https://www.on3.com/db/jeremiah-oden-156768/,PF,SR,6-8,190,,"(Wichita, KS)",,,Entered,Charlotte,San Diego State
Josh Hill,https://www.on3.com/db/josh-hill-162194/,PF,FR,6-11,180,Wheeler,"(Marietta, GA)",90.00,,Entered,Arkansas State,N/A
Quincy Ballard,https://www.on3.com/db/quincy-ballard-97367/,C,SR,6-11,240,Quality Education Academy,"(Syracuse, NY)",92.69,,Entered,Wichita State,Mississippi State
Tru Washington,https://www.on3.com/db/tru-washington-147270/,CG,SO,6-3,175,Compass Prep,"(Phoenix, AZ)",92.81,,Entered,New Mexico,Miami
Donovan Dent,https://www.on3.com/db/donovan-dent-147605/,PG,JR,6-2,170,Centennial,"(Corona, CA)",98.03,$2M,Entered,New Mexico,Kentucky
Amarion Dickerson,https://www.on3.com/db/amarion-dickerson-250332/,SF,JR,6-7,185,,"(Cleveland, OH)",90.38,,Entered,Robert Morris,USC
Derrian Ford,https://www.on3.com/db/derrian-ford-34984/,SG,JR,6-3,190,Magnolia,"(Magnolia, AR)",93.20,,Entered,Arkansas State,N/A
Jun Seok Yeo,https://www.on3.com/db/jun-seok-yeo-237892/,SF,JR,6-8,215,South Korea,(Seoul),,,Entered,Gonzaga University,N/A
Brycen Long,https://www.on3.com/db/brycen-long-178494/,CG,SR,6-2,181,Gilbert,"(Gilbert, AZ)",,,Entered,Arizona State,Portland State
TJ Caldwell,https://www.on3.com/db/tj-caldwell-113077/,SG,JR,6-4,190,Waxahachie Faith Family Academy,"(Mansfield, TX)",89.00,,Entered,Ole Miss,N/A
Marvel Allen,https://www.on3.com/db/marvel-allen-84569/,SG,RS-FR,6-4,195,Montverde Academy,"(West Palm Beach, FL)",87.50,,Entered,Dayton,N/A
Jalen Washington,https://www.on3.com/db/jalen-washington-54581/,PF,JR,6-9,210,West Side,"(Gary, IN)",91.44,,Entered,North Carolina,Vanderbilt
Oleg Kojenets,https://www.on3.com/db/oleg-kojenets-94291/,C,SR,6-10,215,Western Reserve Academy,"(Hudson, OH)",83.80,,Entered,Wyoming,Stony Brook
Elliot Cadeau,https://www.on3.com/db/elliot-cadeau-150874/,PG,SO,6-2,165,Link Academy,"(West Orange, NJ)",94.83,,Entered,North Carolina,Michigan
Nick Dorn,https://www.on3.com/db/nick-dorn-250331/,SG,SO,6-7,200,Chambers,"(Charlotte, NC)",93.23,,Entered,Elon,N/A
Lathan Sommerville,https://www.on3.com/db/lathan-sommerville-153792/,C,FR,6-8,225,The Skill Factory,"(Peoria, IL)",92.50,,Entered,Rutgers,Washington
Evan Nelson,https://www.on3.com/db/evan-nelson-43354/,PG,SR,6-1,160,Salpointe Catholic,"(Tucson, AZ)",,,Entered,Harvard,Arizona
Jacob Cofie,https://www.on3.com/db/jacob-cofie-150979/,PF,FR,6-9,225,Eastside Catholic,"(Sammamish, WA)",93.68,,Entered,Virginia,USC
Riley Parker,https://www.on3.com/db/riley-parker-229798/,SG,JR,6-2,195,Mandurah Catholic,(Mandurah),,,Entered,Saint Francis (PA),N/A
Christian Henry,https://www.on3.com/db/christian-henry-250327/,SG,JR,6-3,,The Skill Factory,"(Chicago, IL)",89.00,,Entered,Eastern Michigan,N/A
Michael Rataj,https://www.on3.com/db/michael-rataj-162826/,PF,JR,6-9,220,Germany,"(Berlin, BE)",95.73,,Entered,Oregon State,Baylor
Frank Mitchell,https://www.on3.com/db/frank-mitchell-241365/,PF,SR,6-8,240,Oakville Prep,"(Toronto, ON)",,,Committed,Minnesota,St. Bonaventure University Bonnies
Jeremiah Johnson,https://www.on3.com/db/jeremiah-johnson-145436/,SG,FR,6-3,170,PHHoenix Prep,"(Oklahoma City, OK)",89.41,,Entered,Wisconsin Green Bay,N/A
Always Wright,https://www.on3.com/db/always-wright-250319/,CG,JR,6-3,175,Joplin,"(Joplin, MO)",,,Entered,Rhode Island,N/A
Omar Adegbola,https://www.on3.com/db/omar-adegbola-237354/,SG,RS-FR,6-4,205,Montverde Academy,"(Houston, TX)",,,Entered,Baylor,N/A
Derek Sangster,https://www.on3.com/db/derek-sangster-158439/,SF,SO,6-7,190,Archbishop Mitty,"(San Jose, CA)",,,Entered,UC Davis,N/A
Michael Gray,https://www.on3.com/db/michael-gray-87778/,PG,RS-JR,6-2,180,Blue Ridge School,"(Dyke, VA)",,,Entered,Nicholls State,N/A
William Scott Jr.,https://www.on3.com/db/william-scott-jr-250323/,SG,SO,6-4,190,Archbishop Hoban,"(Akron, OH)",,,Entered,Canisius University,N/A
Justin Thomas,https://www.on3.com/db/justin-thomas-69881/,SF,JR,6-6,184,Village Christian Academy,"(Fayetteville, NC)",88.00,,Entered,Florida State,N/A
Joson Sanon,https://www.on3.com/db/joson-sanon-152856/,SG,FR,6-5,180,Vermont Academy,"(Fall River, MA)",95.21,,Entered,Arizona State,St. John's
Chris Morgan,https://www.on3.com/db/chris-morgan-250322/,PF,SR,6-9,245,Lancaster,"(Grand Prairie, TX)",,,Entered,Monmouth,N/A
Aidan Shaw,https://www.on3.com/db/aidan-shaw-2049/,SF,JR,6-8,195,Blue Valley,"(Stilwell, KS)",88.50,,Entered,Missouri,Boston College
Jason Asemota,https://www.on3.com/db/jason-asemota-150952/,SF,FR,6-8,190,Hillcrest Prep,"(Lynn, MA)",89.00,,Entered,Baylor,Boston College
Trent Middleton,https://www.on3.com/db/trent-middleton-241362/,PG,SO,6-3,180,SPIRE Academy,"(Philadelphia, PA)",,,Entered,Delaware,N/A
JJ Taylor,https://www.on3.com/db/jj-taylor-50428/,SF,SO,6-8,180,San Ysidro,"(Chicago, IL)",90.00,,Entered,UCF,N/A
Matar Diop,https://www.on3.com/db/matar-diop-236813/,SF,SO,6-9,225,Keystone Academy,(Dakar),,,Entered,Loyola Marymount,N/A
Cam Gillus,https://www.on3.com/db/cam-gillus-250321/,PG,SO,5-11,180,Sidwell Friends,"(Falls Church, VA)",,,Entered,Lehigh,N/A
Mayar Wol,https://www.on3.com/db/mayar-wol-150886/,PF,SO,6-8,175,Moravian Prep,"(Fuquay Varina, NC)",86.88,,Entered,Eastern Kentucky,N/A
EJay Greer,https://www.on3.com/db/ejay-greer-250325/,SG,FR,6-8,170,Rocktop Academy,"(Lansdowne, PA)",,,Entered,Bowling Green,N/A
Kyler Vanderjagt,https://www.on3.com/db/kyler-vanderjagt-77163/,SG,JR,6-2,182,Northview,"(Grand Rapids, MI)",,,Entered,Central Michigan,Toledo
Amaree Abram,https://www.on3.com/db/amaree-abram-4183/,CG,JR,6-4,190,Southern California Academy,"(Humble, TX)",91.65,,Entered,Louisiana Tech,N/A
Baraka Okojie,https://www.on3.com/db/baraka-okojie-237870/,PG,SO,6-3,170,DME Academy,"(Daytona Beach, FL)",,,Entered,Memphis,N/A
Don McHenry,https://www.on3.com/db/don-mchenry-250316/,SG,SR,6-2,170,Milwaukee Academy Of Science,"(Milwaukee, WI)",91.61,,Entered,Western Kentucky,N/A
Deywilk Tavarez,https://www.on3.com/db/deywilk-tavarez-241960/,PG,SO,6-2,,Academy Of The New Church Boys School,"(Pennsauken, NJ)",89.00,,Entered,College of Charleston,Loyola (Chi)
Chris Lockett Jr.,https://www.on3.com/db/chris-lockett-jr-22022/,SG,RS-FR,6-5,200,Isidore Newman,"(New Orleans, LA)",86.35,,Entered,Boise State,Jacksonville
Xavier Brown,https://www.on3.com/db/xavier-brown-250315/,SG,JR,6-2,183,Jamestown,"(Williamsburg, VA)",89.00,,Entered,James Madison,USF
Riley Mulvey,https://www.on3.com/db/riley-mulvey-100539/,C,SR,6-11,230,St. Thomas More,"(Albany, NY)",88.00,,Committed,Iowa,Siena Saints
Kaleb Banks,https://www.on3.com/db/kaleb-banks-70663/,PF,JR,6-8,215,Fayette County,"(Fayetteville, GA)",92.40,,Entered,Tulane,DePaul
Ketron Shaw,https://www.on3.com/db/ketron-shaw-250314/,SG,JR,6-5,190,Mooresville,"(Charlotte, NC)",89.00,,Entered,Maryland Eastern Shore,Old Dominion
Jared Harris,https://www.on3.com/db/jared-harris-156723/,CG,FR,6-3,160,Silsbee,"(Silsbee, TX)",90.00,,Entered,Memphis,N/A
Brandon Noel,https://www.on3.com/db/brandon-noel-250530/,PF,RS-JR,6-8,240,Chillicothe,"(Chillicothe, OH)",92.87,,Entered,Wright State,Ohio State
David Fuchs,https://www.on3.com/db/david-fuchs-250313/,PF,SO,6-9,245,Orange Academy,(Vienna),90.00,,Entered,Rhode Island,N/A
Ka'leel Stillman,https://www.on3.com/db/kaleel-stillman-250324/,C,FR,6-10,220,Montverde Academy,"(Orlando, FL)",,,Entered,Toledo,N/A
Muneer Newton,https://www.on3.com/db/muneer-newton-250317/,SF,JR,6-5,,Archbishop Wood,"(Philadelphia, PA)",,,Entered,Albany,N/A
Alvaro Folgueiras,https://www.on3.com/db/alvaro-folgueiras-250311/,PF,SO,6-9,215,DME Academy,(Malaga),95.74,,Entered,Robert Morris,Iowa
Paulius Rapolis,https://www.on3.com/db/paulius-rapolis-238684/,C,FR,6-11,205,IMG Academy,(Vilnius),,,Entered,Northern Kentucky,N/A
Roko Maric,https://www.on3.com/db/roko-maric-250329/,PF,FR,6-10,220,Vancouver College Prep,"(Vancouver, BC)",,,Entered,South Carolina State,N/A
Izaiyah Nelson,https://www.on3.com/db/izaiyah-nelson-147730/,C,JR,6-8,175,Marietta,"(Marietta, GA)",,,Committed,Arkansas State,USF Bulls
Demarshay Johnson Jr.,https://www.on3.com/db/demarshay-johnson-jr-145056/,PF,RS-JR,6-10,210,Salesian College Preparatory,"(Richmond, CA)",,,Entered,San Diego State,N/A
Kaleb Glenn,https://www.on3.com/db/kaleb-glenn-70701/,PF,SO,6-6,200,La Lumiere School,"(Louisville, KY)",92.76,,Entered,Florida Atlantic,Michigan State
Jared Garcia,https://www.on3.com/db/jared-garcia-56636/,SF,SR,6-7,220,St. Thomas More,"(Katy, TX)",89.00,,Entered,Tulsa,N/A
Isaiah Walker,https://www.on3.com/db/isaiah-walker-49827/,SG,RS-JR,6-4,175,Wyoming,"(Cincinnati, OH)",,,Entered,Belmont University,N/A
Jonathan Ogunfuye,https://www.on3.com/db/jonathan-ogunfuye-250328/,SF,RS-FR,6-7,190,SPIRE Academy,"(Houston, TX)",,,Entered,Mount St. Mary's,N/A
Tre Dinkins,https://www.on3.com/db/tre-dinkins-241399/,CG,SR,6-2,190,Cardinal O'Hara,"(Chester, PA)",91.39,,Entered,Duquesne,George Washington University
Kam Williams,https://www.on3.com/db/kam-williams-150971/,SF,FR,6-8,190,Lafayette Christian Academy,"(Lafayette, LA)",94.37,,Entered,Tulane,Kentucky
Dillon Battie,https://www.on3.com/db/dillon-battie-176004/,PF,FR,6-7,195,Lancaster,"(Lancaster, TX)",90.00,,Entered,Temple,Wichita State
Quante Berry,https://www.on3.com/db/quante-berry-97126/,PG,JR,6-3,168,Winston-Salem Prep,"(Cleveland, TN)",89.50,,Entered,Temple,Memphis
Ante Brzovic,https://www.on3.com/db/ante-brzovic-187633/,C,SR,6-10,225,Zdravstveno uciliste Zagreb,(Zagreb),94.88,,Entered,College of Charleston,N/A
Ocypher Owens,https://www.on3.com/db/ocypher-owens-250326/,PF,SR,6-8,215,Orlando Christian Prep,"(Orlando, FL)",,,Entered,Le Moyne College,N/A
Jacolb Cole,https://www.on3.com/db/jacolb-cole-52400/,PF,RS-FR,6-7,185,Link Academy,"(Bellaire, TX)",89.00,,Entered,Oklahoma,McNeese State
Wesley Rubin,https://www.on3.com/db/wesley-rubin-156412/,PF,FR,6-8,225,Simeon,"(Chicago, IL)",,,Entered,Northern Iowa,N/A
Jordan Tillmon,https://www.on3.com/db/jordan-tillmon-178506/,CG,SR,6-2,180,Watson Chapel,"(Pine Bluff, AR)",,,Entered,Prairie View A&M,N/A
Chance Westry,https://www.on3.com/db/chance-westry-19838/,SF,JR,6-6,190,Compass Prep,"(Harrisburg, PA)",96.56,,Entered,Syracuse,UAB
Aidan Braccia,https://www.on3.com/db/aidan-braccia-1981/,PG,RS-SO,6-1,160,Sacred Heart SchoolsAtherton,"(Atherton, CA)",,,Entered,Belmont University,N/A
Bryce Heard,https://www.on3.com/db/bryce-heard-158534/,SG,FR,6-5,170,Homewood-Flossmoor,"(Chicago, IL)",91.38,,Entered,NC State,N/A
Ramondo Battle II,https://www.on3.com/db/ramondo-battle-ii-250330/,PF,JR,6-8,,Tilton School,"(McKinney, TX)",,,Entered,Evansville,N/A
Carson Towt,https://www.on3.com/db/carson-towt-206405/,PF,RS-JR,6-8,235,Gilbert,"(Gilbert, AZ)",89.00,,Entered,Northern Arizona,Notre Dame
Martin Carrere,https://www.on3.com/db/martin-carrere-246525/,SG,FR,6-8,180,France,(Paris),,,Entered,VCU,Virginia
Terrance Ford Jr.,https://www.on3.com/db/terrance-ford-jr-173970/,SG,JR,6-1,175,Victory Rock Prep,"(Chicago, IL)",,,Entered,Arkansas State,N/A
Joseph Pinion,https://www.on3.com/db/joseph-pinion-66642/,SG,JR,6-6,180,Morrilton,"(Morrilton, AR)",90.43,,Committed,Arkansas State,USF Bulls
Joseph Pinion,https://www.on3.com/db/joseph-pinion-66642/,SG,JR,6-6,180,Morrilton,"(Morrilton, AR)",90.43,,Entered,Arkansas State,USF
Izaiyah Nelson,https://www.on3.com/db/izaiyah-nelson-147730/,C,JR,6-8,175,Marietta,"(Marietta, GA)",,,Entered,Arkansas State,USF
Jayden Reid,https://www.on3.com/db/jayden-reid-150364/,PG,SO,5-11,165,Long Island Lutheran,"(Long Island City, NY)",91.27,,Entered,USF,Northwestern
Rodney Brown,https://www.on3.com/db/rodney-brown-153361/,SG,SO,6-6,170,Rancho Christian,"(Temecula, CA)",87.73,,Entered,Virginia Tech,Loyola Marymount
CJ Brown,https://www.on3.com/db/cj-brown-236970/,PG,FR,6-2,175,Kell,"(Marietta, GA)",85.39,,Entered,USF,N/A
Kobe Knox,https://www.on3.com/db/kobe-knox-75544/,SG,RS-JR,6-4,160,Tampa Catholic,"(Tampa, FL)",89.88,,Entered,USF,South Carolina
Mike James,https://www.on3.com/db/mike-james-144930/,SF,RS-JR,6-6,195,Oak Ridge,"(Orlando, FL)",90.43,,Entered,NC State,Vanderbilt
Isaiah Coleman,https://www.on3.com/db/isaiah-coleman-147260/,SG,SO,6-5,180,Word Of God Christian Academy,"(Fredericksburg, VA)",93.42,,Entered,Seton Hall,Oklahoma State
Rylan Houck,https://www.on3.com/db/rylan-houck-147759/,SF,RS-SO,6-4,180,Oxford,"(Oxford, AL)",,,Entered,Lipscomb,N/A
Masai Troutman,https://www.on3.com/db/masai-troutman-84686/,SF,JR,6-5,180,St Andrews Episcopal School,"(Potomac, MD)",89.00,,Entered,Northeastern,George Mason
Carter Welling,https://www.on3.com/db/carter-welling-250400/,PF,SO,6-10,225,Corner Canyon,"(Draper, UT)",,,Entered,Utah Valley University,Clemson
Orlando Horton,https://www.on3.com/db/orlando-horton-155464/,PG,SO,5-8,150,Houston Christian,"(Houston, TX)",,,Entered,Murray State,N/A
Micah Smith,https://www.on3.com/db/micah-smith-156630/,PF,FR,6-7,190,Sandy Creek,"(Tyrone, GA)",85.05,,Entered,Georgia Southern,West Georgia
Chiang Ring,https://www.on3.com/db/chiang-ring-158761/,PF,FR,6-7,,Minnesota Preparatory Academy,"(Minneapolis, MN)",84.83,,Entered,Murray State,N/A
Samage Teel,https://www.on3.com/db/samage-teel-250309/,SG,SR,6-2,185,Farmville Central,"(Greenville, NC)",92.66,,Entered,Indiana State,N/A
Joshua Beadle,https://www.on3.com/db/joshua-beadle-67822/,CG,RS-JR,6-3,168,Cardinal Newman School,"(Columbia, SC)",86.50,,Entered,Boston College,N/A
AK Okereke,https://www.on3.com/db/ak-okereke-250308/,PF,JR,6-7,241,Clovis North,"(Clovis, CA)",,,Entered,Cornell,Vanderbilt
Javontae Campbell,https://www.on3.com/db/javontae-campbell-250307/,PG,JR,6-2,155,Muskogee,"(Muskogee, OK)",91.68,,Entered,Bowling Green,N/A
Jalen Myers,https://www.on3.com/db/jalen-myers-250306/,PF,SR,6-8,200,Bob Jones,"(Huntsville, AL)",88.00,,Entered,Norfolk State,N/A
Rickey Ballard,https://www.on3.com/db/rickey-ballard-250305/,SF,JR,6-7,200,J. P. Taravella,"(Coral Springs, FL)",,,Entered,West Georgia,N/A
Jalen Lee,https://www.on3.com/db/jalen-lee-176003/,SG,FR,6-4,180,Pebblebrook,"(Mableton, GA)",82.00,,Entered,Long Island University,Southern Utah
Kyric Davis,https://www.on3.com/db/kyric-davis-250304/,SG,JR,6-5,198,Sumter County,"(Americus, GA)",,,Entered,West Georgia,N/A
Brian Taylor,https://www.on3.com/db/brian-taylor-14793/,PG,JR,6-3,170,DeSmet,"(Saint Louis, MO)",89.00,,Entered,SIU Edwardsville,N/A
Dennis Parker,https://www.on3.com/db/dennis-parker-34244/,SF,SO,6-7,175,John Marshall,"(Richmond, VA)",89.35,,Entered,NC State,N/A
Nic McClain,https://www.on3.com/db/nic-mcclain-250337/,SG,RS-JR,6-3,200,Suwannee,"(Jennings, FL)",88.00,,Entered,Eastern Washington,Belmont University
Kory Mincy,https://www.on3.com/db/kory-mincy-250336/,PG,SO,6-2,180,Tri-Cities,"(East Point, GA)",89.00,,Entered,Presbyterian,N/A
Will McClendon,https://www.on3.com/db/will-mcclendon-120928/,SG,RS-JR,6-2,210,Bishop Gorman,"(Las Vegas, NV)",89.00,,Entered,San Jose State,N/A
Jordan Derkack,https://www.on3.com/db/jordan-derkack-241484/,SF,JR,6-5,205,SPIRE Academy,"(Colonia, NJ)",88.00,,Entered,Rutgers,Dayton
Dominick Nelson,https://www.on3.com/db/dominick-nelson-250335/,SG,JR,6-5,,Liberty Heights Athletic Institute,"(Miami, FL)",90.85,,Entered,Utah Valley University,N/A
Teddy Washington,https://www.on3.com/db/teddy-washington-250303/,PG,SR,6-2,175,Blytheville,"(Blytheville, AR)",88.00,,Entered,Southeast Missouri State,N/A
Mari Jordan,https://www.on3.com/db/mari-jordan-145562/,SG,SO,6-6,185,Norcross,"(Dacula, GA)",89.00,,Entered,Tulane,Radford
Marko Maletic,https://www.on3.com/db/marko-maletic-178412/,SG,SR,6-6,208,Saunders Secondary School,"(London, ON)",91.59,,Entered,Western Illinois,N/A
Jordan Battle,https://www.on3.com/db/jordan-battle-179300/,PG,SR,6-2,200,Norfolk Collegiate School,"(Chesapeake, VA)",89.00,,Entered,Coastal Carolina,N/A
Trey Fort III,https://www.on3.com/db/trey-fort-iii-162952/,SG,JR,6-4,195,Florence,"(Big Spring, TX)",91.36,,Entered,Samford,Michigan State
Dusty Stromer,https://www.on3.com/db/dusty-stromer-147245/,SG,SO,6-6,180,Notre Dame,"(Sherman Oaks, CA)",91.71,,Entered,Gonzaga University,Grand Canyon University
Michael Eley,https://www.on3.com/db/michael-eley-179538/,SG,JR,6-4,188,Veritas Prep Academy,"(Fort Wayne, IN)",,,Entered,Tulane,N/A
Spencer Elliott,https://www.on3.com/db/spencer-elliott-157629/,C,RS-FR,6-9,205,St. Pius X,"(Atlanta, GA)",82.25,,Entered,Tulane,N/A
Adrame Diongue,https://www.on3.com/db/adrame-diongue-1589/,C,JR,7-0,190,Compass Prep,"(Scottsdale, AZ)",91.53,,Entered,San Jose State,N/A
Dishon Jackson,https://www.on3.com/db/dishon-jackson-143937/,C,RS-SR,6-10,250,St. Patrick-St. Vincent,"(Vallejo, CA)",92.85,,Entered,Iowa State,Pittsburgh
JaQualon Roberts,https://www.on3.com/db/jaqualon-roberts-155454/,PF,SO,6-7,195,Bloomington North,"(Bloomington, IN)",85.03,,Entered,Vanderbilt,Davidson
Brandon Gardner,https://www.on3.com/db/brandon-gardner-12503/,PF,RS-FR,6-7,210,Christ The King Regional,"(Raleigh, NC)",92.20,,Entered,Arizona State,N/A
Frankie Collins,https://www.on3.com/db/frankie-collins-44118/,PG,SR,6-1,180,Coronado,"(Henderson, NV)",95.77,,Entered,TCU,Vanderbilt
Evan Mahaffey,https://www.on3.com/db/evan-mahaffey-43318/,SG,JR,6-6,200,Archbishop Moeller,"(Cincinnati, OH)",89.43,,Entered,Ohio State,Akron
Jakai Newton,https://www.on3.com/db/jakai-newton-147268/,SG,SO,6-4,190,Newton,"(Covington, GA)",86.00,,Entered,Indiana,Georgia State
Mikey Williams,https://www.on3.com/db/mikey-williams-89578/,SG,RS-FR,6-2,190,San Ysidro,"(San Diego, CA)",90.44,$2.3M,Entered,UCF,N/A
Justin Pippen,https://www.on3.com/db/justin-pippen-238538/,SG,FR,6-3,180,Sierra Canyon,"(Chatsworth, CA)",91.44,,Entered,Michigan,California
Isaiah Elohim,https://www.on3.com/db/isaiah-elohim-49466/,SG,FR,6-5,205,Sierra Canyon,"(Kingston, NY)",90.71,,Entered,USC,Florida Atlantic
Layne Taylor,https://www.on3.com/db/layne-taylor-237868/,PG,FR,5-9,175,Farmington,"(Farmington, AR)",90.00,,Entered,Central Arkansas,Murray State
Magoon Gwath,https://www.on3.com/db/magoon-gwath-237292/,PF,RS-FR,6-11,210,Veritas Prep,"(Garden Grove, CA)",,,Entered,San Diego State,N/A
Austin Parks,https://www.on3.com/db/austin-parks-147233/,C,SO,6-10,240,Memorial,"(Saint Marys, OH)",87.50,,Entered,Ohio State,Toledo
Keonte Jones,https://www.on3.com/db/keonte-jones-250377/,SF,SR,6-6,192,East,"(Madison, WI)",92.77,,Entered,California State University Northridge,USC
Ugnius Jarusevicius,https://www.on3.com/db/ugnius-jarusevicius-250514/,PF,FR,6-10,220,Kaunas Varpas,,91.47,,Entered,Central Michigan,Nebraska
Doctor Bradley,https://www.on3.com/db/doctor-bradley-37391/,SF,-,6-7,185,Junipero Serra,"(Gardena, CA)",,,Entered,Arkansas Pine Bluff,N/A
Justice Williams,https://www.on3.com/db/justice-williams-68985/,SG,SR,6-3,175,Montverde Academy,"(Philadelphia, PA)",86.50,,Entered,Robert Morris,N/A
Jeremiah Wilkinson,https://www.on3.com/db/jeremiah-wilkinson-175877/,PG,FR,6-0,175,The Skill Factory,"(Atlanta, GA)",93.94,,Entered,California,Georgia
Joshua Ola-Joseph,https://www.on3.com/db/joshua-ola-joseph-147015/,SF,JR,6-6,200,Osseo Senior,"(Osseo, MN)",89.93,,Entered,California,N/A
BJ Omot,https://www.on3.com/db/bj-omot-10618/,SF,JR,6-6,180,Mankato East Senior,"(Mankato, MN)",90.74,,Entered,California,Minnesota
JT Rock,https://www.on3.com/db/jt-rock-158749/,C,RS-FR,7-1,245,Lincoln,"(Sioux Falls, SD)",91.72,,Entered,Iowa State,New Mexico
Gus Larson,https://www.on3.com/db/gus-larson-250278/,PF,SR,6-10,215,Northfield Mount Hermon,"(New Canaan, CT)",,,Entered,California,N/A
Demarion Watson-Saulsberry,https://www.on3.com/db/demarion-watson-saulsberry-33800/,SG,JR,6-7,215,Totino-Grace,"(Minneapolis, MN)",86.89,,Entered,Iowa State,N/A
Anthony Robinson,https://www.on3.com/db/anthony-robinson-174453/,C,SO,6-10,230,Christ School,"(Peachtree City, GA)",82.25,,Entered,Virginia,Xavier
William Kyle,https://www.on3.com/db/william-kyle-149802/,PF,JR,6-8,200,Bellevue West,"(Bellevue, NE)",90.91,,Entered,UCLA,Syracuse
Kayden Fish,https://www.on3.com/db/kayden-fish-157865/,PF,RS-FR,6-6,250,Staley,"(Kansas City, MO)",88.00,,Entered,Iowa State,Ball State
Myles Rigsby,https://www.on3.com/db/myles-rigsby-159383/,CG,SO,6-5,180,O D Wyatt,"(Fort Worth, TX)",,,Entered,Troy,N/A
Will Richardson,https://www.on3.com/db/will-richardson-121008/,CG,JR,6-2,160,Bergen Catholic,"(Oradell, NJ)",84.00,,Entered,Fordham,Albany
Luke McEldon,https://www.on3.com/db/luke-mceldon-152265/,C,SO,6-10,230,Cushing Academy,"(Ashburnham, MA)",,,Entered,Santa Clara University,Utah Valley University
Luke Bamgboye,https://www.on3.com/db/luke-bamgboye-150951/,PF,FR,6-10,190,Compass Prep,(London),90.88,,Entered,VCU,N/A
AJ Casey,https://www.on3.com/db/aj-casey-2139/,PF,JR,6-8,180,Whitney Young,"(Chicago, IL)",92.79,,Entered,Saint Louis,N/A
Langston Love,https://www.on3.com/db/langston-love-78110/,SG,RS-JR,6-4,190,Montverde Academy,"(San Antonio, TX)",96.68,,Entered,Baylor,Georgetown
